endnote-1.566293793021578e+19	Abrams, D.	1994	Political Distinctiveness: An Identity Optimising Approach	European Journal of Social Psychology 24 357-365		endnote	
endnote-3.1127297888548086e+18	Abrams, D.	2009	Social identity on a national scale: Optimal distinctiveness and young people's self-expression through musical preference	Group Processes & Intergroup Relations 12 303-317		endnote	
endnote-1.3524721924698317e+19	Abrams, D.	2011	Wherein Lies Children's Intergroup Bias? Egocentrism, Social Understanding, and Social Projection	Child Development 82 1579-1593		endnote	
endnote-3.057551374129322e+18	Abrams, D., Crisp, R. J., Marques, S., Fagg, E., Bedford, L. & Provias, D.	2008	Threat Inoculation: Experienced and Imagined Intergenerational Contact Prevents Stereotype Threat Effects on Older People's Math Performance	Psychology and Aging 23 934-939		endnote	
endnote-1.668315676432988e+19	Abrams, D. & Eller, A.	2016	A temporally integrated model of intergroup contact and threat (TIMICAT)	Intergroup Contact Theory: Recent Developments and Future Directions 72-91 		endnote	
endnote-5.20256775153184e+18	Abrams, D., Eller, A. & Bryant, J.	2006	An age apart: The effects of intergenerational contact and stereotype threat on performance and intergroup bias	Psychology and Aging 21 691-702		endnote	
endnote-1.830850315010091e+19	Abrams, D. & Hogg, M. A.	2010	Social identity and self-categorization	The SAGE Handbook of Prejudice, Stereotyping and Discrimination 179-193 		endnote	
endnote-8.935238131792703e+18	Abrams, D. & Hogg, M. A.	2017	Twenty years of group processes and intergroup relations research: A review of past progress and future prospects	Group Processes & Intergroup Relations 20 561-569		endnote	
endnote-1.3821671356386517e+19	Abrams, D., Hogg, M. A., Hinkle, S. & Otten, S.	2005	The social identity perspective on small groups	Theories of Small Groups: Interdisciplinary Perspectives 99-138 		endnote	
endnote-1.280688431812578e+19	Abrams, D., Hogg, M. A. & Marques, J. M.	2005	The social psychology of inclusion and exclusion	The social psychology of inclusion and exclusion. 		endnote	
endnote-5.624845024382605e+18	Abrams, D., Houston, D. M., Van De Vyver, J. & Vasiljevic, M.	2015	Equality hypocrisy, inconsistency, and prejudice: The unequal application of the universal human right to equality	Peace and Conflict 21 28-46		endnote	
endnote-5.252881213562712e+18	Abrams, D., Rutland, A., Cameron, L. & Ferrell, J.	2007	Older but wilier: In-group accountability and the development of subjective group dynamics	Developmental Psychology 43 134-148		endnote	
endnote-1.1856781464878014e+19	Abrams, D., Rutland, A., Ferrell, J. M. & Pelletier, J.	2008	Children's judgments of disloyal and immoral peer behavior: Subjective group dynamics in minimal intergroup contexts	Child Development 79 444-461		endnote	
endnote-1.2651061022276807e+19	Abrams, D. & Vasiljevic, M.	2014	How does macroeconomic change affect social identity (and vice versa?): Insights from the European context	Analyses of Social Issues and Public Policy 14 311-338		endnote	
endnote-1.4043161994189767e+19	Abrams, J. R., Shaw-Playter, K., LeMaster, B., Willis, R., Hoffman, S., Bodden, D. & Whitney, M.	2011	Proactive Performance: A Context for Intergroup Contact	Howard Journal of Communications 22 319-335		endnote	
endnote-6.349976190863366e+18	Abril, C. R.	2003	Beyond content integration: Multicultural dimensions in the application of music teaching and learning	Ph.D. The Ohio State University		endnote	
endnote-8.649916494573521e+18	Abs, C., Ewald, J., Walentowski, H. & Winter, S.	2008	Shade tolerance of tree species - an analysis based on the databank of Bavarian natural forest reserves	Tuexenia 23-40		endnote	
endnote-1.1012799227471989e+19	Acar, F. P.	2010	Analyzing the effects of diversity perceptions and shared leadership on emotional conflict: a dynamic approach	International Journal of Human Resource Management 21 1733-1753		endnote	
endnote-2.4976156069757747e+18	Acar, Y. G.	2015	Collective action intentions: The role of empowerment and identity politicization	Ph.D. The Claremont Graduate University		endnote	
endnote-4.5106612163459195e+18	Ackerman, P. T., Dykman, R. A. & Peters, J. E.	1977	Learning-disabled boys as adolescents: Cognitive factors and achievement	Journal of the American Academy of Child Psychiatry 16 296-313		endnote	
endnote-6.260855629764837e+18	Ackroyd, M. R., Whitmore, C., Prior, S., Kaluarachchi, M., Nikolic, M., Mayer, U., Muntoni, F. & Brown, S. C.	2011	Fukutin-related protein alters the deposition of laminin in the eye and brain	The Journal of Neuroscience 31 12927-12935		endnote	
endnote-1.2584286608828905e+19	Acosta, J.	2015	Explaining the contact caveat: The role of social identity and intergroup threat	M.A. The University of Texas - Pan American		endnote	
endnote-1.2340665966601972e+19	Acosta-Tello, E.	1998	A study of quality dimensions within selected school-age care programs in Southern California	Ed.D. University of California, Irvine and University of California, Los Angeles		endnote	
endnote-1.562074871940372e+19	Adachi, P. J. C., Hodson, G. & Hoffarth, M. R.	2015	Video game play and intergroup relations: Real world implications for prejudice and discrimination	Aggression and Violent Behavior 25 227-236		endnote	
endnote-3.261844805915349e+18	Adachi, P. J. C., Hodson, G., Willoughby, T., Blank, C. & Ha, A.	2016	From outgroups to allied forces: Effect of intergroup cooperation in violent and nonviolent video games on boosting favorable outgroup attitudes	Journal of Experimental Psychology: General 145 259-265		endnote	
endnote-1.3225919894613574e+19	Adachi, P. J. C., Hodson, G., Willoughby, T. & Zanette, S.	2015	Brothers and sisters in arms: Intergroup cooperation in a violent shooter game can reduce intergroup bias	Psychology of Violence 5 455-462		endnote	
endnote-4.2695300860246815e+18	Adair, S. C.	2005	Challenging public school resegregation: The use of small -scale social movements to preserve the promise of Brown	Ph.D. The Pennsylvania State University		endnote	
endnote-1.5732968765816846e+19	Adame, A. L.	2014	"There needs to be a place in society for madness": The psychiatric survivor movement and new directions in mental health care	Journal of Humanistic Psychology 54 456-475		endnote	
endnote-8.762839220733473e+18	Adams, B. G. & Department of Social, P.	2013	Review of the book Navigating multiple identities: Race, gender, culture, nationality, and roles, R. Josselson and M. Harway, 2012	 		endnote	
endnote-1.1335033378044596e+19	Adams, C.	2012	Healing and its discontents: Reflections on identity and altered states of consciousness by people who use psychedelics as medicine	16		endnote	
endnote-1.1272883334259577e+19	Adams, G., Edkins, V., Lacka, D., Pickett, K. M. & Cheryan, S.	2008	Teaching about racism: Pernicious implications of the standard portrayal	Basic and Applied Social Psychology 30 349-361		endnote	
endnote-6098261621372928.0	Adams, J. & White, M.	2009	Socio-economic and gender differences in nutritional content of foods advertised in popular UK weekly magazines	European Journal of Public Health 19 144-149		endnote	
endnote-9.508286660261382e+18	Adams, J. J.	2002	A view from the the top: What academic leaders believe about faculty performance and compensation in California's four -year postsecondary institutions	Ed.D. University of Southern California		endnote	
endnote-1.4849536402551112e+18	Adams, S. L.	1998	The social environment of pregnant women and new mothers who use crack cocaine	Ph.D. University of California, San Francisco		endnote	
endnote-1.0908007243887878e+19	Adamson, A. D. & Peacock, G. G.	2007	Crisis response in the public schools: A survey of school psychologists' experiences and perceptions	Psychology in the Schools 44 749-764		endnote	
endnote-1.2247391780312359e+19	Adamson, H. C.	2012	A quantitative study of glass ceiling barriers to promotion of women in medium-sized businesses	D.M. University of Phoenix		endnote	
endnote-1.7201807505885977e+19	Addelston, J.	1996	Exploring masculinities: Gender enactments in preparatory high schools	Ph.D. City University of New York		endnote	
endnote-1.3334921794131067e+19	Adelman, J. R.	2010	Feeling Prototypical: How Multiple Social Identities Influence Support for Extreme Tactics in Intergroup Conflict	Ph.D. The Claremont Graduate University		endnote	
endnote-1.345943033579892e+19	Adelman, J. R.	2011	Feeling prototypical: How multiple social identities influence support for extreme tactics in intergroup conflict	Dissertation Abstracts International: Section B: The Sciences and Engineering 72 2479		endnote	
endnote-1.411083954092663e+19	Adelman, L., Leidner, B., Unal, H., Nahhas, E. & Shnabel, N.	2016	A whole other story: Inclusive victimhood narratives reduce competitive victimhood and intergroup hostility	Personality and Social Psychology Bulletin 42 1416-1430		endnote	
endnote-1.7747807754811482e+19	Adelman, L., Leidner, B., Ünal, H., Nahhas, E. & Shnabel, N.	2016	A Whole Other Story: Inclusive Victimhood Narratives Reduce Competitive Victimhood and Intergroup Hostility	Personality and Social Psychology Bulletin 42 1416-1430		endnote	
endnote-1.0668699094468284e+19	Adida, C. L., Davenport, L. D. & McClendon, G.	2016	Ethnic cueing across minorities a survey experiment on candidate evaluation in the United States	Public Opinion Quarterly 80 815-836		endnote	
endnote-8.205935825513153e+18	Adler, G. J., Jr.	2012	Encountering distant suffering: The culture, production, and outcomes of transnational immersion trips on the U.S.-Mexico border	Ph.D. The University of Arizona		endnote	
endnote-8.76026602370476e+18	Adler, I. N.	1975	EVIL AND THEISM: AN ANALYTIC APPROACH	Ph.D. New York University		endnote	
endnote-5.648973795367911e+18	Adni, T., Martin, K. & Mudge, E.	2012	The psychosocial impact of chronic wounds on patients with severe epidermolysis bullosa	Journal of Wound Care 21 528-538		endnote	
endnote-6.004663316002683e+18	Adu-Gilmore, L.	2017	Music production in Accra: Ghanaian hiplife, akan and highlife harmony and African-American minimalist hip-hop in two case studies	Ph.D. Princeton University		endnote	
endnote-5.917115291792689e+18	Afandi, I. N.	2017	Psychological Perspective Theories of Harmony of Ethno-Religious Group Relation	Proceedings of the 8th International Conference of Asian Association of Indigenous and Cultural Psychology 277-279 		endnote	
endnote-6.069490761698974e+18	Afful, S. E.	2011	The Brewer effect: A review of Marilynn Brewer's impact on social psychology	PsycCRITIQUES 56 No-Specified		endnote	
endnote-5.628094693585623e+18	Agadullina, E. R. & Lovakov, A. V.	2017	UNDERSTANDING ENTITATIVITY: ARE THERE REAL DIFFERENCES BETWEEN APPROACHES?	Psychology-Journal of the Higher School of Economics 14 536-554		endnote	
endnote-1.376556942744159e+19	Agarwal, P. & Rosenberg, M. L.	2003	Neurological evaluation of urinary incontinence in the female patient	Neurologist 9 110-117		endnote	
endnote-2.3058923681245e+18	Aggen, S. H.	1996	An analysis of the relationship between measure change and self-ratings of change in broad cognitive ability functioning	Ph.D. University of Virginia		endnote	
endnote-1.101475630166026e+19	Agirdag, O., Phalet, K. & Van Houtte, M.	2015	European identity as a unifying category: National vs. European identification among native and immigrant pupils	European Union Politics 17 285-302		endnote	
endnote-5.841509407847262e+18	Agirdag, O., van Houtte, M. & van Avermaet, P.	2011	Ethnic school context and the national and sub-national identifications of pupils	Ethnic and Racial Studies 34 357-378		endnote	
endnote-2.6565154825310024e+18	Agnarsson, I.	2006	A revision of the New World eximius lineage of Anelosimus (Araneae, Theridiidae) and a phylogenetic analysis using worldwide exemplars	Zoological Journal of the Linnean Society 146 453-593		endnote	
endnote-1.8410228486317775e+19	Agrawal, S., Capponi, P., Lopez, J., Kidd, S., Ringsted, C., Wiljer, D. & Soklaridis, S.	2016	From surviving to advising: A novel course pairing mental health and addictions service users as advisors to senior psychiatry residents	Academic Psychiatry 40 475-480		endnote	
endnote-1.1294753445900495e+19	Agren, G., Zhou, Q. & Zhong, W.	1989	Territoriality, cooperation and resource priority: Hoarding in the Mongolian gerbil, Meriones unguiculatus	Animal Behaviour 37 28-32		endnote	
endnote-1.6124605849455407e+19	Aguayo, M. O.	1999	Rehabilitation for deafened adults: A puzzle with missing pieces	M.S.W. Wilfrid Laurier University (Canada)		endnote	
endnote-3.957077469795508e+18	Ague, D. C.	2014	Strategies for Creating a Unique Culture in Preparation for Campus Relocation: A Process Evaluation	Ed.D. Walden University		endnote	
endnote-1.0973478584097212e+19	Aguiar, L. L. M.	2001	The ‘dirt’ on the contract building cleaning industry in Toronto: Cleanliness and work reorganization	Ph.D. York University (Canada)		endnote	
endnote-1.26853964440639e+19	Aguilar, C. M.	1998	Salience of ethnicity in judgmental indices as a function of one's distinctiveness in a minimal group situation	Ph.D. Northwestern University		endnote	
endnote-1.838909880693037e+18	Aguilo Mora, F.	2016	Language crossing and multiaccentuality in women writers del Gran Caribe: Narrative, Drama, and Performance	Ph.D. University of Miami		endnote	
endnote-8.934963815177322e+18	Agustin, E.-E.	2009	Effects of mortality salience aroused by threats against human identity on intergroup bias	European Journal of Social Psychology 39 862-867		endnote	
endnote-1.3263936078876324e+18	Ahuja, K. K., Dhillon, M., Juneja, A. & Sharma, B.	2017	Breaking barriers: An education and contact intervention to reduce mental illness stigma among Indian college students	Psychosocial Intervention 26 103-109		endnote	
endnote-1.3101697346836158e+19	Ai, A. L., Plummer, C., Heo, G., Lemieux, C. M., Simon, C. E., Taylor, P. & Copeland, V. C.	2011	Racial Identity-Related Differential Attributions of Inadequate Responses to Hurricane Katrina: A Social Identity Perspective	Race and Social Problems 3 13-24		endnote	
endnote-1.7594120975674208e+19	Aicher, T. J.	2009	The impact a diversity culture has on the "think manager, think male" stereotype: A social identity theory of leadership perspective on gender stereotypes in sport organizations	Ph.D. Texas A&M University		endnote	
endnote-5.44005519722778e+18	Aidoo, B.	2012	An examination of mature interpersonal relationships among international and American college students	Ph.D. The University of Southern Mississippi		endnote	
endnote-7.715470162954101e+18	Aiken, J.	2011	The duality of bias: Predictors of racially motivated Differential Test Functioning in interview evaluations	Ph.D. University of Maryland, College Park		endnote	
endnote-1.651204496236575e+19	Aiken, N. T.	 2013	Identity, reconciliation and transitional justice: Overcoming intractability in divided societies			endnote	
endnote-1.0402492451652559e+19	Aime, X., Frust, F., Kuntz, P. & Trichet, F.	2008	Conceptual and Lexical Prototypicality Gradients Dedicated to Ontology Personalisation	On the Move to Meaningful Internet Systems: Otm 2008, Pt Ii, Proceedings 1423-1439 		endnote	
endnote-1.4458761481132675e+19	Aitken, J. L.	1996	Reading disability: A look at poor readers' WISC-R profile scores as suggested by Dr. S. Truch	M.A. Lakehead University (Canada)		endnote	
endnote-1.1334346559696691e+18	Akalin, A.	2009	Exchanging affect: The migrant domestic workers market in Turkey	Ph.D. City University of New York		endnote	
endnote-8.889081960806918e+18	Akcinar, E. N., Carr, P. B. & Walton, G. M.	2011	Interactions with Men and Whites Matter Too	Psychological Inquiry 22 247-251		endnote	
endnote-3.184303784303913e+18	Aker, L. B.	2016	A Meta-Analysis of Middle School Science Engagement	Ph.D.(Educ.) Seattle Pacific University		endnote	
endnote-1.6175935620063386e+19	Akerlof, K.	2012	Risky Business: Engaging the Public in Policy Discourse on Sea-Level Rise and Inundation	Ph.D. George Mason University		endnote	
endnote-1.679044762038737e+18	Akin, A. & Eroglu, Y.	2013	Self-compassion and relational-interdependent self-construal	Studia Psychologica 55 111-121		endnote	
endnote-1.1347156837879003e+19	Akram, S.	2018	Representative bureaucracy and unconscious bias: Exploring the unconscious dimension of active representation	Public Administration 96 119-133		endnote	
endnote-1.0264193403453094e+19	Aksoy, L., Keiningham, T. L., Buoye, A., Larivière, B., Williams, L. & Wilson, I.	2015	Does loyalty span domains? Examining the relationship between consumer loyalty, other loyalties and happiness	Journal of Business Research 68 2464-2476		endnote	
endnote-3.7025605883179704e+18	Al Ramiah, A. & Hewstone, M.	2012	'Rallying around the flag': Can an intergroup contact intervention promote national unity?	British Journal of Social Psychology 51 239-256		endnote	
endnote-1.6696044100703513e+19	Al Ramiah, A., Hewstone, M. & Schmid, K.	2011	Social identity and intergroup conflict	Psychological Studies 56 44-52		endnote	
endnote-1.634879760271748e+19	Al-Krenawi, A.	 2017	Building peace through knowledge: The Israeli-Palestinian case			endnote	
endnote-7.720689338749278e+18	Al-Shawaf, L.	2016	The evolutionary psychology of hunger	Appetite 105 591-595		endnote	
endnote-4.6047635252833075e+17	Al-Sumait, F. Y.	2011	Contested Discourses on Arab Democratization in the United States and Kuwait	Ph.D. University of Washington		endnote	
endnote-7.84439760940628e+17	Alabastro, A.	2017	Reacting to Social Deviance: Integrating the Black Sheep Effect and the Leniency Contract	Ph.D. The Claremont Graduate University		endnote	
endnote-1.413493248196255e+19	Alabastro, A., Rast, D. E., III, Lac, A., Hogg, M. A. & Crano, W. D.	2013	Intergroup bias and perceived similarity: Effects of successes and failures on support for in- and outgroup political leaders	Group Processes & Intergroup Relations 16 58-67		endnote	
endnote-8.724538568204593e+18	Alaca, B.	2017	Kindergarten Teachers' Perspectives on Culturally Responsive Education	M.A. University of Toronto (Canada)		endnote	
endnote-7.637113675543552e+16	Alahmad, M. A.	2005	Intelligent power management system for N+ rechargeable solid-state microscale batteries	Ph.D. University of Idaho		endnote	
endnote-1.5409015992093823e+19	Alain, C., Reinke, K., He, Y., Wang, C. H. & Lobaugh, N.	2005	Hearing two things at once: Neurophysiological indices of speech segregation and identification	Journal of Cognitive Neuroscience 17 811-818		endnote	
endnote-1.742495518509669e+19	Alban, D. J.		Cultural Adaptations of American Teachers in International Schools			endnote	
endnote-1.1629033924127277e+19	Albarello, F., Crisp, R. & Rubini, M.	2018	Promoting beliefs in the inalienability of human rights by attributing uniquely human emotions through multiple categorization	Journal of Social Psychology 158 309-321		endnote	
endnote-1.5081851102419722e+18	Albarello, F., Crocetti, E. & Rubini, M.	2018	I and Us: A Longitudinal Study on the Interplay of Personal and Social Identity in Adolescence	Journal of Youth and Adolescence 47 689-702		endnote	
endnote-8.723374966488144e+18	Albarello, F., Foroni, F., Hewstone, M. & Rubini, M.	2017	Generalisation of Roma onto Romanians Evidence of the Outgroup Projection effect	Psicologia Sociale 12 239-249		endnote	
endnote-1.4354032574956317e+19	Albarello, F. & Rubini, M.	2012	Reducing dehumanisation outcomes towards Blacks: The role of multiple categorisation and of human identity	European Journal of Social Psychology 42 875-882		endnote	
endnote-1.1362039604145723e+19	Albarello, F. & Rubini, M.	2015	The Role of Reduced Humanity in Producing Linguistic Discrimination	Personality and Social Psychology Bulletin 41 224-236		endnote	
endnote-1.223590554606654e+19	Alber, J. M., Watson, A. M., Barnett, T. E., Mercado, R. & Bernhardt, J. M.	2015	Development of a coding instrument to assess the quality and content of anti-tobacco video games	Cyberpsychology, Behavior, and Social Networking 18 417-425		endnote	
endnote-1.2323682287340659e+19	Albert, D. B., Jr.	1993	Event horizons of the psyche: Synchronicity, psychedelics, and the metaphysics of consciousness	Ph.D. University of California, Riverside		endnote	
endnote-8.978664726852252e+18	Albertson, B. L.	2006	Mysterious ways: The mechanisms of religious persuasion in American politics	Ph.D. The University of Chicago		endnote	
endnote-6.459562940031316e+18	Albiez-Wieck, S.	2017	Indigenous migrants negotiating belonging: Peticiones de cambio de fuero in Cajamarca, Peru, 17th-18th centuries	Colonial Latin American Review 26 483-508		endnote	
endnote-6.136192579830237e+18	Albrecht, C. V.	1997	Profit or LOSS: A model of sociolinguistic domination in corporate bureaucracies	Ph.D. The Union Institute		endnote	
endnote-1.5708008644749806e+19	Alcover, C. M., Rico, R., Turnley, W. H. & Bolino, M. C.	2017	Understanding the changing nature of psychological contracts in 21st century organizations: A multiple-foci exchange relationships approach and proposed framework	Organizational Psychology Review 7 4-35		endnote	
endnote-1.4905920667000922e+19	Alda, M., Puebla-Guedea, M., Rodero, B., Demarzo, M., Montero-Marin, J., Roca, M. & Garcia-Campayo, J.	2016	Zen meditation, length of telomeres, and the role of experiential avoidance and compassion	Mindfulness No-Specified		endnote	
endnote-1.3770865015552358e+19	Aldeis, D. & Afifi, T. D.	2013	College students' willingness to reveal risky behaviors: The influence of relationship and message type	Journal of Family Communication 13 92-113		endnote	
endnote-1.6335300423663254e+19	Aldershoff, F., Gevers, T. & Stokman, H.	2006	Integrating colour models for more robust feature detection - art. no. 60610D	Internet Imaging VII D610-D610 		endnote	
endnote-3.2187104369495777e+18	Aldredge, M.	2017	Integration of International Financial Reporting Standards in U.S. Accounting Programs	D.B.A. Northcentral University		endnote	
endnote-5.198255010747159e+18	Aleksy-Szucsich, A.	2007	Ethnolinguistic diversity as a potential economic benefit for countries: Implications for international political economy	Ph.D. The Johns Hopkins University		endnote	
endnote-1.2505401495578286e+19	Alemdaroglu, K. B., Yucens, M., Kara, T., Gul, D. & Aydogan, N. H.	2014	Pedicle axis view combined by sacral mapping can decrease fluoroscopic shot count in percutaneous iliosacral screw placement	Injury-International Journal of the Care of the Injured 45 1921-1927		endnote	
endnote-1.2852427152325626e+19	Alessandria, K. P., Kopacz, M. A., Goodkin, G., Valerio, C. & Lappi, H.	2016	Italian American Ethnic Identity Persistence: A Qualitative Study	Identity 16 282-298		endnote	
endnote-7.966471076667435e+18	Alexander Haslam, S.	 2004	Psychology in organizations: The social identity approach			endnote	
endnote-2.914272067998556e+18	Alexander, K. A.	2012	Facilitating sustainable use of the Rio Grande: A social-ecological analysis	Ph.D. Texas State University - San Marcos		endnote	
endnote-5.470268810089673e+18	Alexander, M. G. & Levin, S.	1998	Theoretical, empirical, and practical approaches to intergroup conflict	Journal of Social Issues 54 629-639		endnote	
endnote-4.906671763710663e+18	Alexander, M. G., Levin, S. & Henry, P. J.	2005	Image theory, social identity, and social dominance: Structural characteristics and individual motives underlying international images	Political Psychology 26 27-45		endnote	
endnote-1.399586771312353e+19	Alexander, S.	2015	Review of The fantasy of feminist history	Psychoanalysis and History 17 132-138		endnote	
endnote-6.343190345871036e+18	Alexander-Albritton, C.	2008	Women counselor educators: Contributors to levels of job satisfaction	Ph.D. Idaho State University		endnote	
endnote-1.1818757636864442e+19	Alexandre, J. D., Waldzus, S. & Wenzel, M.	2016	Complex inclusive categories of positive and negative valence and prototypicality claims in asymmetric intergroup relations	British Journal of Social Psychology 55 457-483		endnote	
endnote-1.1063866548458932e+19	Alexiou, K.	2017	Organizational Legitimacy in Entrepreneurial Contexts: Hybridity, Crowdfunding, and Social Entrepreneurship	Ph.D. Kent State University		endnote	
endnote-9.638780551868891e+18	Alexseev, M. A.	 2005	Immigration phobia and the security Dilemma: Russia, Europe, and the United States			endnote	
endnote-3.5563234736742523e+18	Alexseev, M. A. & Hofstetter, C. R.	2006	Russia, China, and the immigration security dilemma	Political Science Quarterly 121 1-32		endnote	
endnote-1.680059343730713e+19	Alexseev, M. A. & Zhemukhov, S. N.	2015	From Mecca with tolerance: religion, social recategorisation and social capital	Religion, State and Society 43 371-391		endnote	
endnote-1.6757769458402785e+19	Alfermann, D. & Würth, S.	2009	Gruppenprozesse und Intergruppenbeziehungen			endnote	
endnote-1.7558151149798625e+18	Alfieri, J. G.	2005	Effects of temporal variability in the environmental factors driving evapotranspiration over grazed pasture during extreme drought	M.A. University of Colorado at Boulder		endnote	
endnote-1.5251483529741312e+18	Alfonso-Reese, L. A.	2006	General recognition theory of categorization: A MATLAB toolbox	Behavior Research Methods 38 579-583		endnote	
